報導標題,報導日期,報導大意,報導內文
哈瑪斯虜多國人質 以：未釋放前將持續封鎖加薩,2023-10-13,就在以巴衝突未歇，而且有多國的人質下落不明的時刻，以色列表示，在哈瑪斯釋放人質之前，不會允許物資流入加薩。,以色列士兵奪回蘇法前哨站軍事基地當下，抓了幾名哈瑪斯武裝分子。這段以軍12日公布，但國際媒體無法確認真實性的影片顯示，以方在相關對峙占了上風。根據以色列媒體引用一名突擊隊員的話報導，在持續好幾個小時的戰鬥中，海軍的精銳突擊隊與數十名哈瑪斯武裝分子正面交鋒，並救出被武裝分子扣押的人質。以色列軍方用空襲摧毀加薩，也為可能的地面入侵備戰，當局12日表示將持續全面圍困，直到哈瑪斯武裝分子將約150名人質釋放。美國國務卿布林肯（Antony Blinken）對以色列遭襲倖存者說：「我們時時刻刻都想著人質，盡其所能，我們想帶他們回家。（非常感謝。）」哈瑪斯發動致命襲擊6天來，以巴雙方傷亡慘重。布林肯前往特拉維夫，美國武器的運送，為以色列在加薩展開報復的行動大開綠燈。哈瑪斯政治局副主席艾魯里（Saleh al-Arouri）12日警告，以色列對加薩的任何入侵，「都將成為以軍的災難」。國際援助組織警告人道主義危機正在惡化。國際紅會近東與中東主任卡柏尼（Fabrizio Carboni）表示，「我們面臨到的挑戰是，我們在加薩安全移動的能力。」此外，沒有電，醫院就可能變成太平間，新生兒保溫箱、X光機等設備都要用到電。以色列能源部長卡茲（Israel Katz）表示，除非哈瑪斯把人質交出來，否則斷水斷電斷能源。當局已將運往加薩供應230萬居民的生活必需品跟電力斷絕，並擋下來自埃及的物資。
以色列將徵召36萬後備軍人 海外以國僑民紛紛返國支援,2023-10-12,以色列針對加薩的軍事行動延續，還準備投入地面戰。對於後備軍人的動員，預設規模是36萬人，占現有的備役人數超過77%。還有不少駐在海外的以色列民眾，陸續搭機返鄉，要支援國家。,以色列中部城市霍隆，許多民眾在自家公寓陽台，隨著音樂高唱曲名為《希望》的以色列國歌。當然，愛國心不僅表現在唱國歌上，也表現在許多旅外以色列民眾的行動上。從1948年建國後的歷次中東戰爭，都有不少身在海外的以色列僑民，或是有親人住在以色列的民眾，拋下優渥的生活，回到家鄉換上軍服，捍衛國歌歌詞中，那個猶太人2000年來希望所繫的土地。美國加州橘郡以色列後備軍人巴斯尼表示，「我們在這裡過得超好，看看這天氣，看看那海浪...，但是當電話另一頭，你的兄弟說他很害怕，或是你的朋友需要你保衛國家，你腦中不會有第二個想法。」而原本住在東岸紐約的薩爾，已經回到以色列，並抵達加薩前線。旅居美國紐約以色列後備軍人薩爾說道，「所有軍中的朋友都打電話給我，跟我說就要打仗了。所以當他們電話一來我就立刻動身，儘可能搭第一班飛機來到此地。」以色列國防軍除了近18萬的現役人員，後備役人數估計約46萬5000人。而這次為了重擊掌控加薩的哈瑪斯（Hamas），以及防範北邊的黎巴嫩真主黨趁亂突襲，以軍原定動員30萬後備軍人，將擴大為36萬，占備役人數超過77%。站在以色列與背後支持的歐美觀點，以色列是為了自己的生存而戰。但是對巴勒斯坦人，特別是拒絕接受和平共存的哈瑪斯來說，以色列這個國家的存在，還有西方國家的支持，就是種族主義和殖民帝國主義。旅美巴勒斯坦人總會主席阿布達耶認為，「從10月7日展開的巴勒斯坦抗爭，是所有政治黨派團結一致的抗爭，包含不同意識形態派系，以及巴勒斯坦各戰鬥團體。」不過，與哈瑪斯長期對立的法塔派系，除了由自治政府主席阿巴斯（Mahmoud Abbas），重申多年來反抗以色列的佔領與屯墾，並沒有實際發起大規模的襲擊行動打擊以色列。
台灣調升以色列旅遊「橙色」警示 暫無派遣專機撤僑需求,2023-10-12,以巴戰爭再起，外交部今（12）日將以色列旅遊警示燈號調升到「橙色」，建議國人避免非必要旅行。外交部評估，目前戰事集中在以色列西南部的加薩地區，交通仍然暢通，因此暫無派遣專機的需要。下午也有45名旅客從以色列返台。,這3團前往以色列旅遊的台灣團客站上台灣國土這一刻，被家人牢牢抱緊，真的放下心中大石。旅行團團員說：「看那些遊客、還有好像難民，很驚慌，都在跑。」回憶驚險過程，原本旅行團要參訪教堂，空襲警報聲響後，隨即爆炸聲出現，所有人躲回飯店防空洞，雖比原定計畫晚兩天回國，還是感謝各界幫忙。但以巴衝突發生後，有國人抱怨受困在以色列，向外館求助，卻被回說要自己上網訂機票，對此，外交部嚴正否認，說這是認知作戰。外交部發言人劉永健表示，「外交部對於外界多次以不實的說法或報導汙衊駐外人員，深表遺憾並予以譴責，同仁在空襲警報聲中、以及自身安全遭受威脅的情況下，一邊避難，一邊與需要協助的國人積極聯繫。」外交部表示，無法接受同仁的努力被抹滅，同時也將以色列旅遊警示燈號調升到「橙色」，巴勒斯坦加薩走廊及約旦河西岸地區則維持「紅色」旅遊警示。而11日受邀來台參加高雄電影節的以色列導演，飛離以色列躲過戰事，不幸的是，拍攝團隊中的音效師，還有另一位導演朋友，都因為戰爭罹難。以色列導演尤坦．肯斯培爾指出，「我們從來沒有想到說，我們的人民會被這樣無情的殘殺、被污辱、甚至被砍頭，像是這樣的事情，我們從來沒有辦法想像。」他說7日這場恐怖攻擊，即便是對戰爭不陌生的以色列人來說，都是前所未見的殘暴，許多老弱婦孺被俘虜，希望政府透過談判、對話，讓人質回家。自己的電影也有不少場景在家鄉拍攝，行程結束後會回國幫忙，因為危急時刻才是彰顯以色列人民互助、互相支援的時候。
要讓哈瑪斯「從地球消失」 以色列組戰時內閣全力應戰,2023-10-12,以巴衝突延燒，以色列總理納坦雅胡（Benjamin Netanyahu）和反對黨組成戰時內閣，國防部長也放話，要讓哈瑪斯從地球上消失。美國眾議院外委會主席透露，以色列早在遇襲前3天就接獲埃及警告。不過目前雖然以色列還在反擊，但有150名人質在哈瑪斯手上，讓以色列產生巨大壓力。而加薩走廊唯一的電廠已經停止發電，引發人道危機。,為了反擊巴勒斯坦極端組織哈瑪斯對以色列發動名為「阿克薩洪水」的攻擊行動，以色列11日籌組緊急政府跟戰時內閣，全力因應這場戰爭。除了對加薩走廊持續空襲外，軍方也有發動地面戰的準備，國防部長葛朗特更揚言，要讓哈瑪斯「從地球上消失」。以色列總理納坦雅胡指出，「我們正在與殘酷的敵人作戰，比伊斯蘭國（ISIS）還惡劣。我們看到女孩和男孩頭部中槍、男人和女人被活活燒死、年輕婦女被性侵、士兵被斬首。」美國眾議院外交委員會主席麥考爾則在11日透露，以色列其實早在遇襲前3天就有接獲埃及的警告。而哈瑪斯高級官員也透露，這場突襲已策畫了2年之久。根據以色列駐聯合國大使在9日表示，哈瑪斯總共挾持150名人質。以國軍方認為哈瑪斯在策畫攻擊之前，就已經計畫好藏匿人質的地點，把他們關在地面下，讓他們避開以色列情報，不會被救出。哈瑪斯也強調，如果以色列沒有預警就攻擊加薩走廊的平民，將會開始處決人質。這也讓以色列的行動有諸多顧慮。聯合國秘書長發言人杜加里克表示，「加薩走廊各地流離失所人數已超過26萬3千名男性、女性和兒童，比昨天再增加了40%，1千多間住房被毀，約有560間房子遭到嚴重破壞，無法居住。」英國皇家國際事務研究所副研究員巴爾雅科夫也指出，「我認為地面入侵是不可避免的，但我仍認為組建國際聯盟，與以色列以及那些能跟哈瑪斯對話的人合作非常重要，持續讓對方產生壓力，盡可能地遏制一切，拯救人質，建立人道主義走廊，以關在以色列監獄的巴勒斯坦囚犯來交換人質。」另一方面，加薩電力局局長表示，當地唯一的發電站因為燃料耗盡，已在11日停止運作。由於邊境四面八方都被以色列封鎖，加薩地區缺乏醫療資源，又缺水缺電跟缺糧，新一波的人道危機恐怕也無法避免。
以哈開戰掀示威潮 兩方聲援者壁壘分明,2023-10-12,以巴開戰，全球各地都有示威者上街抗議，包括歐洲的聯合國日內瓦辦事處、比利時、西班牙，和中東的約旦，到亞太地區的日本、南韓跟澳洲，聲援以色列和巴勒斯坦的聲音壁壘分明。阿拉伯聯盟理事會召開外長緊急會議，呼籲雙方立即停火；北約組織則呼籲以色列，反擊哈瑪斯要符合比例，勿傷害百姓。,聯合國日內瓦辦事處前，數百人舉著以色列國旗表達支持，並譴責哈瑪斯對平民的暴行。日內瓦民眾勞拉說：「我反對現在發生的暴力事件，這場衝突很複雜，但當人命關天。發生這樣的屠殺時，我選擇站出來譴責，無論你選哪邊，我站在人命這邊。」比利時布魯塞爾的歐洲議會附近，也有數百人集會聲援以色列，不過比利時外交部外則有民眾喊口號，呼籲建立自由的巴勒斯坦。包括西班牙、加拿大，和非洲的南非，亞太地區的日本、南韓、菲律賓、澳洲，都有民眾上街表達立場，聲援以色列和巴勒斯坦的聲音、壁壘分明。立場親巴勒斯坦的約旦，首都安曼街頭擠滿群眾，表達對加薩的支持。約旦民眾胡巴以德直言，「我們要求約旦政府，結束與猶太復國主義敵人的關係，驅逐以色列大使，並召回約旦駐特拉維夫大使。」不過原訂在德國首都柏林舉行，聲援巴勒斯坦的集會則遭到禁止。理由是會對公共安全和秩序構成威脅，以及可能存在反猶太主義言論。為了因應以巴緊張局勢，阿拉伯聯盟在開羅總部召開外長級緊級會議，呼籲以巴雙方立即停火。阿拉伯聯盟副祕書長薩基（Hossam Zaki）表示，「我們譴責雙方殺害平民的行為，以及一切違反《國際法》和《國際人道法》的行為。我們聲明應根據共同的人類價值，和《國際法》保護平民，以及釋放平民及所有俘虜的重要性。」北約組織則強調，雖然以色列有權反擊，但對哈瑪斯的攻擊應該符合比例，這場衝突要盡一切可能防止傷害無辜的平民。
以色列成立緊急政府與戰時內閣 對抗哈瑪斯,2023-10-12,就在加薩死亡與破壞持續增加之際，以色列11日宣布成立緊急政府與戰時內閣以對抗哈瑪斯。,11日傍晚，以色列北部地區警報聲響徹雲霄，遠至泰柏立與海法市，據報有敵機從黎巴嫩進入以色列，以軍要求百姓緊急避難。總理納坦雅胡（Benjamin Netanyahu）同意戰爭期間跟在野黨領袖甘茨（Benny Gantz）共組緊急政府，還加入國防部長葛朗特（Yoav Gallant）組成戰時內閣。以色列總理納坦雅胡說：「我們已開始進攻，哈瑪斯任何成員都死定了。哈瑪斯就是達伊沙，我們會將其粉碎並摧毀。」哈瑪斯旗下武裝團體艾茲丁卡薩姆旅表示，11日仍在以色列境內作戰。以軍可能準備對哈瑪斯掌控的沿海飛地發動地面進攻，並提及在加薩周圍部署坦克裝甲編隊，於新一波衝突中殲滅數名哈瑪斯武裝分子。哈瑪斯表示以一枚R60火箭彈攻擊以北沿海城市海法，沒有人員傷亡的通報。路透社記者報導，以色列最北端靠近黎巴嫩邊界的小鎮梅土拉，有一棟房屋被擊中，這附近離黎巴嫩南部邊境不遠，伊朗支持的真主黨於該區活動頻繁。美國總統拜登（Joe Biden）似乎衝著哈瑪斯伊朗支持者發出警告，不要利用加薩戰火將中東戰爭擴大。
以色列解除作戰限制進攻加薩 黎巴嫩趁機襲以國北部,2023-10-11,"以色列與伊斯蘭激進組織哈瑪斯（Hamas），爆發戰爭進入第4天，以色列在召集現役跟後備軍人後，宣布解除所有作戰限制全面進攻加薩地區。而黎巴嫩的真主黨趁機在以色列北部，不斷與以色列軍相互砲擊，就連敘利亞也朝以色列的戈蘭高地進行砲擊，讓整個區域局勢相當緊張。
",由空中丟下的炸彈不斷在地面引起爆炸，每次攻擊後都有建築坍塌。以色列與伊斯蘭激進組織哈瑪斯爆發戰爭多日，以色列在召集現役跟30萬後備軍人後，國防部長葛朗特（Yoav Gallant）表示，已經解除國防軍對哈瑪斯作戰的所有限制，強調哈瑪斯如同加薩的伊斯蘭國，要進攻加薩地區，還宣布2名哈瑪斯高層幹部的死訊。以色列國防部長葛朗特宣布，「加薩不會回到以前的樣子，我們將消滅一切，如果不只需要一天，那就用一星期、幾星期，甚至幾個月。我們將會抵達所有地方，因為不這樣做，我們的兄弟、孩子、父母就會被殺。」葛朗特表示，哈瑪斯希望加薩改變，但實際狀況將和他們的想法完全相反；還宣布過去幾天，哈瑪斯的攻擊飛彈不斷劃過加薩走廊空中，攻擊以色列，大多數都被以色列的地對空鐵穹防禦系統擊落。同時間，黎巴嫩的真主黨也從8日起在黎巴嫩南部，發起「聲援巴勒斯坦抵抗活動」，朝以色列北部發射約15枚火箭。9日，1名以色列軍官在黎巴嫩因為武裝衝突喪生，以色列予以反擊，造成至少3名真主黨武裝份子，跟2名進入以色列領土的恐怖份子滲透人士喪命。為此，以色列還加強對加薩走廊的空襲力度，封鎖對加薩的食品、燃料和其他供應，並警告埃及不能開放與加薩的邊界。埃及在與加薩的邊境口岸拉法附近遭受空襲後，關閉唯一的供應通道，防止大規模人口從加薩走廊逃往西奈半島。西奈人權基金會執行長薩利姆指出，「這2天埃及軍隊在邊境地區新設置6個哨所，並派出軍車和軍人們進行全天候的巡邏，持續監控邊境。」對以色列跟哈瑪斯的交戰，美國表態力挺以色列。美國總統拜登（Joe Biden）譴責哈瑪斯組織，是一種純粹邪惡的存在，並且與以色列總理納坦雅胡（Benjamin Netanyahu）進行電話會談，承諾會補充以色列鐵穹防禦系統所使用的攔截器和彈藥。而美國國務卿布林肯（Antony Blinken）預計在當地11日，動身前往以色列，協商相關內容。另外，區域緊張局勢逐漸升溫下，以色列在1967年占領的戈蘭高地，10日也遭到來自敘利亞的迫擊砲火攻擊。以色列軍方表態，已經發射砲彈反擊，也讓這一區域的跨境交火情況，越發嚴重。
以哈衝突釀至少2000死 外籍人士遭綁架失聯生死未卜,2023-10-11,"以巴衝突已奪走超過2000條人命，無數家庭破碎。一名以色列女性10日哭喊，哈瑪斯殺害她的奶奶還開直播，親眼目睹奶奶倒在血泊之中的她情緒崩潰。另外，衝突爆發後，也有不少外籍人士被哈瑪斯綁架或失聯，包括10多名泰國人。他們的家屬目前心急如焚，拜託泰國政府幫忙，讓家人平安返國。
",劇烈爆炸聲後，建築馬上冒出濃濃黑煙。巴勒斯坦激進組織哈瑪斯和以色列的激烈戰鬥進入第4天後，以色列再度反擊，空襲加薩伊斯蘭大學。無情戰火下，最無辜的是交戰區加薩當地的平民。一名以色列年輕女性10日悲痛控訴，自己的祖母8日遇害。而哈瑪斯下毒手時，還開啟社群平台的直播，讓家屬目睹一切。以色列民眾莫爾貝德表示，「我的奶奶躺在家裡地上，就在影片裡被殺害，地板都是血。」交戰雙方報復性的反擊已奪走超過2000條人命。而除了以巴平民，不少外籍人士也心急如焚。因為哈瑪斯7日發動攻擊，在加薩的親友就失聯。泰國東北部的通昆，她的兒子7日被哈瑪斯綁走，便下落不明。遭哈瑪斯綁架泰籍人士家屬通昆指出，「我希望兒子能安全返回泰國，這是我的希望。」通昆的兒子為了還債，2年前到以色列工作。6日他雨家人通過電話後就失聯。另一位泰國民眾努普拉，也在期待奇蹟出現。遇害泰籍人士家屬努普拉透露，「兒子告訴我，如果他出什麼事，要我堅強。」只是最後，努普拉聽到最不想聽到的消息，她的兒子已經遇害。到11日為止，已知有14名泰國人被哈瑪斯綁架，20人在衝突中喪生。泰國是以色列外籍移工的主要來源之一，目前有約3000名泰國人，正想辦法返國。同樣難熬的，還有住在以色列的美國公民。他們的親屬也是從7日爆發衝突後，就音訊全無。失蹤美籍人士家屬表示，「兒子原本傳訊息說愛我，然後就在8時11分，他又向我道歉。所以我馬上知道，無論他在哪裡，情況都很糟糕。」失蹤的美籍人士，包括軍人、護理師，家屬要求美國政府拿出辦法，讓家人盡快返家。美國官方則指出，目前已經至少有20人失蹤，不確定是被扣為人質或是不幸罹難，但承諾會盡快找到失蹤者。
以色列對加薩全面圍城 20萬人流離失所斷水限電,2023-10-11,"以色列和巴勒斯坦的戰火衝突至今造成雙方近2000人喪命，數千人受傷。以色列對加薩下達全面圍城令，聯合國和人道組織指出，目前加薩斷水限電，將近20萬人流離失所，學校和建物嚴重受損，學童無法上學；更糟的是，交通中斷阻礙國際補給進入，加薩民眾面臨食物和醫療物資用罄的人道危機。
",被安置在加薩學校避難的巴勒斯坦學童，聽到呼嘯而過的以色列戰機發出驚呼聲。即使在最艱難的時刻，年幼的孩子照樣能笑能玩。回想親眼看到火箭來襲，13歲的伊絲拉說還是很害怕。巴勒斯坦加薩學童伊絲拉表示，「戰爭來得很突然，我們在上學路上就看到火箭射進海裡。」伊絲拉一家人被安置在聯合國救濟工作署在當地設立的學校避難，小小一間教室平均擠進30人，除了無法好好睡覺，洗澡上廁所也成問題，水和食物更不夠分配。巴勒斯坦民眾穆罕默德指出，「我們一直活在恐懼裡，我們不知道接著會發生什麼事。」哈瑪斯7日突襲以色列，造成平民死傷慘重，而以色列重兵回擊，造成加薩建物和交通嚴重損毀，當地的學校和醫療設施也無法倖免。聯合國指出，加薩約有近20萬人，相當於10%人口流離失所。以色列對加薩下達全面圍城令，居民遭限電斷水，而人道救援組織也因為道路中斷無法運送物資，整個加薩宛如孤島，居民處境相當危急。聯合國人權事務高級專員公署發言人夏姆達薩尼（Ravina Shamdasani）認為，「這些風險讓加薩既存的人權與人道危機更加惡化，包括醫療設施量能，特別是傷患人數正在增加中。」聯合國警告，以色列的圍城令危及平民生命安全，明顯違反《國際人權法》。而以色列在9日徵召30萬後備役軍人加入軍隊，10日在法國巴黎機場出現搭機前往以色列的人潮，以色列航空和以斯雷航空持續增班疏運。
哈瑪斯暗中練兵無意開戰  部署兩年突擊以色列境內,2023-10-10,哈瑪斯（Hamas）7日能突擊攻入戒備森嚴的以色列境內，造成重大破壞，有消息指出，關鍵在於長達2年欺敵部署，假裝無意開戰，卻暗中訓練上千名武裝分子。這起事件堪稱以色列情報部門的歷史性失敗，部分專家也認為有伊朗勢力背後暗助。,哈瑪斯武裝戰士接受滑翔傘訓練，熟練的降落，互相掩護推進。另一處訓練基地，戰士們射擊精準，快速奔跑攻進模擬的以色列屯墾區建築，拆除以色列國旗丟到地下。哈瑪斯武裝分支團體，日前公布訓練影片，顯示這支為數上千人的敵後突襲部隊戰力堅強，7日對以色列的陸海空攻擊，是有規劃且志在必得的行動。消息人士指出，哈瑪斯使出欺敵戰術，過去兩年假裝厭倦衝突，接受以色列對加薩勞工的經濟誘因，暗中卻推進軍事計畫。有時甚至公然演習訓練，以色列情報機構卻沒有及時發現，堪稱是歷史性的失敗，原因跟死對頭伊朗也有關係。國際關係教授恩瑟爾指出，「以色列對伊朗進行了，嚴密非凡的情報工作，沒有人會嘲笑他們做太多，但也代表他們過度重視這點，而忽略了哈瑪斯的潛在威脅。」由於伊朗長期支持巴勒斯坦與哈瑪斯，包括以色列官員與《華爾街日報》等媒體，都指伊朗和真主黨勢力，在背後支持協助了這次的攻擊行動，一旦證實將使區域情勢急遽升高。美國則表示目前還沒看到證據，伊朗也已經否認。至於哈瑪斯選擇這個時機下手，一方面是趁亂，因為以色列內部正陷入司法改革的分裂動盪，另外也有地緣政治考量。華盛頓近東政策研究所列維特提到，「原因之一是以色列和沙烏地阿拉伯，可能邁向關係正常化，沙烏地擁有伊斯蘭世界兩個聖地。我認為哈瑪斯擔心，若以色列與沙國關係正常化，其他穆斯林與阿拉伯國家會跟進。」哈瑪斯的手段，從過去小規模自殺炸彈，變成跨境侵門踏戶大規模的軍事行動，衝突性質發生徹底變化，還劫持外國人質，是國際恐怖主義的典型案例。以色列也不會再以過去的態度手段應對勢必升級，徹底剷除加薩的哈瑪斯。
台作家稱以國籲人民備3日物資 觀光團74人陸續經約旦返台,2023-10-10,以色列遭哈瑪斯突襲死傷慘重，正在當地旅遊的台灣作家波阿斯透露，當地政府已經發出通知，要居民準備3天物資，就怕衝突進一步發生。根據觀光署的了解，包括巨匠旅遊2團及永信旅行社1團共3團74人，即將陸續離開以色列到約旦，旅行社正積極安排自約旦返台航班中。,無情的炮火轟炸以色列，當地的住宅大樓和建築物就這樣被摧毀死傷更是慘重，就在攻擊行動爆發後，多間國際航空公司直接宣布取消飛往以色列的航班，導致機場狀況陷入混亂。正在當地旅遊的台灣作家波阿斯更透露，當地政府已經發出通知，要居民準備3天物資，就怕衝突更進一步發生。作家波阿斯說道，「這幾天機場的狀況比較亂，因為很多旅客都要回去了，像我們亞洲國泰的飛機就一直在改班，這兩天其實都會比較緊張一點，因為政府叫人民要準備3天的食物跟水跟手電筒，因為現在比較擔心北邊，就是那個黎巴嫩真主黨那邊，這兩天應該是蠻關鍵的。」根據觀光署的了解，目前包括巨匠旅遊2團及永信旅行社1團、共3團74人，將離開以色列到約旦，旅客一切平安，因原訂班機調整，旅行社正安排自約旦返台航班。針對這起突襲事件，駐台北以色列經濟文化辦事處代表游瑪雅表示，目前傷亡人數持續攀升，至少300名以色列人喪命，大多數是平民，另有超過1800人受傷，逾百人被綁到加薩，包括年輕人和婦孺情況令人恐懼。駐台北以色列經濟文化辦事處代表游瑪雅表示，「我們以色列完全有權利保護自己，而且也有責任保護我們領土上的居民。」游瑪雅表示，有部分國際航空暫停飛以色列的班機，但以色列航空反而在全球加開班次，運送以色列人回去共赴國難。目前在台灣的以色列社群約幾百人，有些後備軍人已請駐台代表處協助返國，有些則自己訂機票回國。
以色列下令全面封鎖加薩 哈瑪斯：已做好準備可撐數月,2023-10-10,以巴衝突進入第3天，雙方死亡人數已超過1600人，當中包括許多外籍人士，甚至還有大批人質遭到巴勒斯坦哈瑪斯綁架。以色列政府下令對加薩地區實施全面封鎖，總理納坦雅胡（Benjamin Netanyahu）9日更痛批，哈瑪斯的行徑就是伊斯蘭國，以色列將使用空前武力讓哈瑪斯付出代價，報復行動開剛剛開始。,爆炸火光照亮夜空，10日午夜過後，以色列持續對加薩走廊發動空襲。以巴衝突進入第3天，以色列政府決定對哈瑪斯大本營，擁有230萬人口的加薩走廊進行全面封鎖，切斷一切電力、糧食、燃料跟醫療物資供應，總理納坦雅胡在安全會議上痛批，哈瑪斯的行徑就是野蠻的伊斯蘭國，更揚言對哈瑪斯的報復行動才剛剛開始。以色列總理納坦雅胡表示，「卑劣的敵人想要戰爭，他們會如願以償。哈瑪斯在加薩大本營被攻擊跟摧毀的畫面只是剛開始。」以色列軍方證實，哈瑪斯的領導人辛瓦（Yahya Sinwar）跟尤尼斯（Ayman Yunis）都已身亡，納坦雅胡呼籲反對黨團結起來，支持政府打擊哈瑪斯恐怖主義，以色列接下來的軍事行動，將會讓巴勒斯斯坦未來好幾個世代都感到震撼，但哈瑪斯的指揮官反嗆，加薩已做好準備，能撐上好幾個月。哈瑪斯海外指揮官巴拉凱指出，「巴勒斯坦人民將會有耐心而且能挺住，我們有足夠撐上好幾個月的儲備物資，我們沒有被隔離，我們在2014年撐了51日，現在也準備好撐上好幾個月。」這場以巴數十年來最血腥的衝突，不僅雙方人民死傷慘重，也波及大批多國民眾，包括美國、加拿大、俄國、泰國、愛爾蘭的國民都在攻擊中喪命，另外哈瑪斯還綁架了上百名人質，更威脅以色列如果持續空襲加薩的民眾，將殺害人質作為報復，卡達與埃及已居中展開斡旋，土耳其也有調停意願。土耳其總統艾爾多安（Recep Tayyip Erdogan）表示，「我想要表達的是，土耳其已準備好展開全面的協調，包括囚犯的交換，只要雙方提出要求。」美國核子動力航母福特號戰鬥群已往地中海航行，但美方強調不會派兵協助以色列，包括奧地利跟德國已暫停對巴勒斯坦的援助計畫，但歐盟並沒有暫停援助的打算。巴勒斯坦自治政府主席阿巴斯（Mahmoud Abbas）9日呼籲聯合國緊急介入，阻止衝突持續惡化。
哈瑪斯為何襲擊以色列？ 一文認識不是國家卻有統治權的哈瑪斯,2023-10-09,控制加薩走廊的伊斯蘭激進組織哈瑪斯，7日對以色列展開大規模攻擊，以色列也反擊，誓言消滅哈瑪斯。數十年來，加薩走廊與以色列的交火不斷，其中有以色列建國後驅逐巴勒斯坦人留下的歷史仇恨，也與哈瑪斯消滅以色列的激進宗旨有關。《公視新聞網》整理哈瑪斯的崛起歷史，帶你一文看懂近年的以巴衝突。,哈瑪斯（Hamas）是阿拉伯語「伊斯蘭抵抗運動」的縮寫，為成立於1987年的激進伊斯蘭組織。當年巴勒斯坦人發起第一次大起義，以大規模罷工、拒買以色列商品、攻擊以色列機構等行動，反對以色列佔領約旦河西岸和加薩走廊。拒絕承認以色列國生存權的哈瑪斯在起義運動中成立，最初的憲章包括將歷史上的巴勒斯坦（包括現在的以色列）定義為伊斯蘭土地；不承認以色列作為一個國家存在的權利、要將所有猶太人趕出該地區；主張建立以伊斯蘭教義為基礎的國家。哈瑪斯得到伊朗什葉派的支持，後來成為巴勒斯坦最大的激進伊斯蘭組織之一，也與伊朗、敘利亞和黎巴嫩什葉派伊斯蘭組織真主黨區域結盟。加薩走廊位於以色列、埃及和地中海之間的一片領土，長41公里、寬10公里，約有230萬人口，是世界上人口密度最高的區域之一。自羅馬時代以來，約旦河西岸、加薩走廊以及東耶路撒冷和以色列構成了巴勒斯坦的土地。但這些也是聖經中猶太王國的土地，被猶太人視為他們古老的家。1948年以色列宣布建國後，巴勒斯坦人不承認以色列，以色列也驅逐巴勒斯坦人，擴張領土，在2005年以前曾一度佔領加薩走廊。1993年，巴勒斯坦自治政府的前身「巴勒斯坦解放組織」，與以色列政府在美國的見證下簽定了《奧斯陸協議》（Oslo Accords），同意成立自治政府，在5年的轉型期裡擁有加薩走廊與部分約旦河西岸地區有限的自治權，以色列則維持對該區的整體安全控制。該協議標志第一次大起義的落幕，但哈瑪斯反對此協議，並對以色列發動多次自殺式公車炸彈襲擊。哈瑪斯早年因此被巴勒斯坦人廣泛視為最願意抵抗以色列的組織。1999年巴勒斯坦與以色列再度洽談和平協議，巴勒斯坦希望在被以色列佔領的約旦河西岸、加薩走廊與東耶路撒冷等地建國，協議最後破局。隔年9月，以色列反對派政治家夏隆（Ariel Sharon）前往耶路撒冷東區並登上聖殿山，被巴勒斯坦方面視為挑釁。夏隆當選以色列總理後，巴勒斯坦人隨即爆發第二次大起義。起義後再經多次協談，2005年以色列逐步撤離佔領區，哈瑪斯也在2006年的議會選舉中勝利，並於隔年驅逐巴解在加薩走廊的政權，自此控制加薩走廊。此後，以色列及其西方盟友對加薩走廊實施嚴厲的經濟與外交制裁，以色列並控制加薩領空及海岸線，和埃及一起限制加薩邊境的進出，孤立哈瑪斯；哈瑪斯武裝分子也與以色列持續長年的衝突。期間，伊朗則向哈瑪斯提供武器、技術和培訓，協助哈瑪斯建造先進軍火庫，包括可以深入以色列領土的火箭。巴勒斯坦於2011年成為聯合國教科文組織的正式會員，也在2012年從聯合國的政治實體觀察員（observer entity）升格為非會員國家觀察員（non-member observer state），但是還不算一個完整的國家。1947年聯合國通過181號決議案，將巴勒斯坦劃一部分給猶太人，建立以色列國；另一部分歸阿拉伯人，建立巴勒斯坦國。由於阿拉伯人不滿劃分，並長年與以色列爆發衝突，76年來，巴勒斯坦尚未能完整建國。近年巴勒斯坦因哈瑪斯與其它政權分化、內耗嚴重，國內物資短缺，加薩走廊與約旦河西岸均需仰賴各國金援。四散於約旦、敘利亞、黎巴嫩國的巴勒斯坦難民，也因為難以取得各國身份，持續在求學、求職、出入境時面臨歧視和阻礙。
